3/10,Fannie Lou Hamer Middle School,"1001 Jennings Street, Bronx, NY, 10460","Public district, 6-8",278
3/10,Millenium Art Academy,"1980 Lafayette Avenue, Bronx, NY, 10473","Public district, 9-12",427
3/10,Ps 333 The Museum School,"888 Rev James A Polite Avenue, Bronx, NY, 10459","Public district, PK-5",635
3/10,Renaissance High School for Musical Theater and Technology,"3000 East Tremont Avenue, Bronx, NY, 10461","Public district, 9-12",449
3/10,Bronx Writing Academy,"270 East 167th Street, Bronx, NY, 10456","Public district, 6-8",438
3/10,New Millennium Business Academy Middle School,"1000 Teller Avenue, Bronx, NY, 10456","Public district, 6-8",247
3/10,Marie Curie High School Nursing Medicine And Applied,"120 West 231st Street, Bronx, NY, 10463","Public district, 9-12",490
3/10,Bronx Health Sciences High School,"750 Baychester Avenue, Bronx, NY, 10475","Public district, 9-12",318
3/10,Bronx Academy Of Health Careers,"800 East Gun Hill Road, Bronx, NY, 10467","Public district, 9-12",392
3/10,Astor Collegiate Academy,"925 Astor Avenue, Bronx, NY, 10469","Public district, 9-12",470
3/10,East Bronx Academy For The Future,"1716 Southern Boulevard, Bronx, NY, 10460","Public district, 6-12",664
3/10,Antonia Pantoja Preperatory Academy,"1980 Lafayette Avenue, Bronx, NY, 10473","Public district, 6-12",396
3/10,"Archimedes Academy for Math, Science and Technology Applications","456 White Plains Road, Bronx, NY, 10473","Public district, 6-12",690
3/10,Academy For Language And Technology,"1700 Macombs Road, Bronx, NY, 10453","Public district, 9-12",327
3/10,School Of Diplomacy,"3710 Barnes Avenue, Bronx, NY, 10467","Public district, 6-8",400
