,school,rating,type,students,grades,city,zip,state,zipcode,returns,single_returns,joint_returns,hoh_returns,agi,total_income,educator_expense_amount,returns_itemized,charitable_contributions
3318,John S Hobart Elementary School,3,Public district,866, K-5, Mastic,11950,NY,11950.0,7860.0,3790.0,2340.0,1570.0,392451.0,395307.0,43.0,2880.0,5698.0
3319,Clifford Wise Middle School,3,Public district,457, 4-7, Medina,14103,NY,14103.0,4890.0,2420.0,1710.0,680.0,224549.0,227508.0,28.0,890.0,2389.0
3320,New Lane Memorial Elementary School,3,Public district,859, 1-5, Selden,11784,NY,11784.0,12540.0,6210.0,4460.0,1610.0,782094.0,787802.0,106.0,5640.0,11724.0
3321,North Coleman Road School,3,Public district,408, PK, Centereach,11720,NY,11720.0,14830.0,7350.0,5600.0,1520.0,1091902.0,1101190.0,157.0,7220.0,17973.0
3322,Stagecoach School,3,Public district,456, 1-5, Selden,11784,NY,11784.0,12540.0,6210.0,4460.0,1610.0,782094.0,787802.0,106.0,5640.0,11724.0
3323,George L Cooke School,3,Public district,563, K-5, Monticello,12701,NY,12701.0,4680.0,2360.0,1100.0,1110.0,197940.0,200235.0,21.0,1020.0,2881.0
3324,Monticello High School,3,Public district,882, 9-12, Monticello,12701,NY,12701.0,4680.0,2360.0,1100.0,1110.0,197940.0,200235.0,21.0,1020.0,2881.0
3325,Robert J Kaiser Middle School,3,Public district,668, 6-8, Monticello,12701,NY,12701.0,4680.0,2360.0,1100.0,1110.0,197940.0,200235.0,21.0,1020.0,2881.0
3326,Graham School,3,Public district,482, PK-8, Mount Vernon,10553,NY,10553.0,5940.0,2870.0,870.0,2030.0,305381.0,307187.0,52.0,2120.0,8530.0
3327,High School for Environmental Studies,3,Public district,"1,201", 9-12, New York,10019,NY,10019.0,25750.0,18350.0,5160.0,1430.0,7220520.0,7306115.0,71.0,14980.0,217788.0
3328,Ps 51 Bronx New School,3,Public district,219, PK-5, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
3329,Ps 23 The New Children S School,3,Public district,495, PK-5, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
3330,Ps 214,3,Public district,"1,084", PK-8, Bronx,10460,NY,10460.0,25850.0,12680.0,2930.0,9880.0,769988.0,775753.0,77.0,4050.0,9808.0
3331,Ps 18 Park Terrace,3,Public district,349, K-8, New York,10034,NY,10034.0,20010.0,11630.0,3330.0,4660.0,956384.0,967963.0,148.0,4740.0,8905.0
3332,Ps 48 Po Michael J Buczek,3,Public district,547, PK-5, New York,10033,NY,10033.0,27200.0,16410.0,4600.0,5660.0,1294407.0,1313615.0,158.0,6390.0,15322.0
3333,Vanguard High School,3,Public district,451, 9-12, New York,10065,NY,10065.0,15920.0,10310.0,4450.0,570.0,10451654.0,10550844.0,55.0,10640.0,523901.0
3334,Unity Center For Urban Technologies,3,Public district,250, 9-12, New York,10016,NY,10016.0,32720.0,24900.0,5810.0,1120.0,8331163.0,8419008.0,79.0,19670.0,145489.0
3335,Robert F Kennedy Community High School,3,Public district,759, 9-12, Queens,11366,NY,11366.0,6740.0,3090.0,2730.0,800.0,478554.0,484656.0,37.0,2800.0,9857.0
3336,Ps 212,3,Public district,441, PK-8, Bronx,10456,NY,10456.0,40930.0,20310.0,4610.0,15510.0,1130812.0,1140125.0,104.0,5820.0,14620.0
3337,Health Opportunities High School,3,Public district,495, 9-12, Bronx,10451,NY,10451.0,23750.0,12220.0,2610.0,8600.0,798898.0,804450.0,90.0,4470.0,11798.0
3338,Brooklyn School For Global Studies,3,Public district,209, 9-12, Brooklyn,11201,NY,11201.0,33550.0,20950.0,9290.0,2350.0,6976637.0,7085009.0,155.0,20650.0,112414.0
3339,Math/Science Research and Technology Magnet High School,3,Public district,396, 9-12, Queens,11411,NY,11411.0,10820.0,5400.0,1840.0,3220.0,579877.0,582666.0,69.0,4950.0,17968.0
3340,Institute For Collaborative Education,3,Public district,491, 6-12, New York,10003,NY,10003.0,28950.0,22020.0,5340.0,870.0,8764798.0,8866747.0,81.0,18060.0,362239.0
3341,Abraham Lincoln High School,3,Public district,"1,946", 9-12, Brooklyn,11235,NY,11235.0,39680.0,19680.0,13140.0,5840.0,2391564.0,2423909.0,172.0,11750.0,34828.0
3342,High School Of Telecommunications Arts And Technol,3,Public district,"1,273", 9-12, Brooklyn,11220,NY,11220.0,54260.0,26370.0,19240.0,7970.0,1665960.0,1683464.0,140.0,5760.0,12936.0
3343,Clara Barton High School,3,Public district,"1,208", 9-12, Brooklyn,11225,NY,11225.0,31110.0,18610.0,4410.0,7340.0,1618463.0,1638158.0,212.0,8870.0,37901.0
3344,Curtis High School,3,Public district,"2,590", 9-12, Staten Island,10301,NY,10301.0,18300.0,9390.0,4790.0,3710.0,1304009.0,1319701.0,160.0,7000.0,21746.0
3345,Edward R Murrow High School,3,Public district,"3,781", 9-12, Brooklyn,11230,NY,11230.0,36130.0,16790.0,13620.0,4970.0,2797808.0,2845064.0,339.0,10000.0,143790.0
3346,Franklin Delano Roosevelt High School,3,Public district,"3,039", 9-12, Brooklyn,11204,NY,11204.0,33780.0,14440.0,14620.0,4170.0,1870509.0,1895843.0,200.0,7200.0,146198.0
3347,George Westinghouse Career & Technical Ed High School,3,Public district,748, 9-12, Brooklyn,11201,NY,11201.0,33550.0,20950.0,9290.0,2350.0,6976637.0,7085009.0,155.0,20650.0,112414.0
3348,Harry S Truman High School,3,Public district,"1,984", 9-12, Bronx,10475,NY,10475.0,23050.0,12930.0,3050.0,6410.0,1127158.0,1132568.0,152.0,8070.0,28520.0
3349,Hillcrest High School,3,Public district,"3,352", 9-12, Queens,11432,NY,11432.0,28240.0,13120.0,9630.0,4860.0,1382244.0,1398925.0,96.0,7510.0,26300.0
3350,Ms 53 Brian Piccolo,3,Public district,271, 6-8, Queens,11691,NY,11691.0,23000.0,10680.0,4540.0,7370.0,1003132.0,1014726.0,176.0,5640.0,41678.0
3351,Ms 394,3,Public district,469, PK-8, Brooklyn,11213,NY,11213.0,30170.0,16520.0,4550.0,8480.0,1278908.0,1293051.0,210.0,6920.0,36910.0
3352,Is 238 Susan B Anthony,3,Public district,"1,392", 6-8, Queens,11423,NY,11423.0,15380.0,7120.0,4150.0,3730.0,768063.0,776501.0,56.0,5210.0,16641.0
3353,Is 364 Gateway,3,Public district,349, 6-8, Brooklyn,11239,NY,11239.0,7470.0,3810.0,690.0,2830.0,306643.0,308119.0,38.0,1980.0,6439.0
3354,John Adams High School,3,Public district,"2,364", 9-12, Queens,11417,NY,11417.0,15050.0,6860.0,4630.0,3240.0,693363.0,698516.0,69.0,4770.0,9310.0
3355,John Bowne High School,3,Public district,"3,608", 9-12, Queens,11367,NY,11367.0,19000.0,8800.0,7110.0,2710.0,1141673.0,1158908.0,127.0,5970.0,37914.0
3356,Newtown High School,3,Public district,"1,913", 9-12, Queens,11373,NY,11373.0,50920.0,25540.0,16430.0,7900.0,1844513.0,1865047.0,121.0,8700.0,17527.0
3357,Ps 5 Dr Ronald Mcnair,3,Public district,209, PK-5, Brooklyn,11233,NY,11233.0,32850.0,18180.0,3330.0,10660.0,1375259.0,1388086.0,166.0,8280.0,25165.0
3358,Ps 5 Port Morris,3,Public district,719, PK-8, Bronx,10455,NY,10455.0,18080.0,8900.0,2200.0,6780.0,533166.0,537258.0,51.0,2730.0,5813.0
3359,Ps 6 West Farms,3,Public district,534, PK-5, Bronx,10460,NY,10460.0,25850.0,12680.0,2930.0,9880.0,769988.0,775753.0,77.0,4050.0,9808.0
3360,Ps 9 Ryer Avenue Elementary School,3,Public district,845, PK-5, Bronx,10458,NY,10458.0,34640.0,17740.0,4990.0,11500.0,1036839.0,1045478.0,101.0,5250.0,11343.0
3361,Ps 14 Fairview,3,Public district,"1,687", K-5, Queens,11368,NY,11368.0,48680.0,22710.0,12470.0,12750.0,1506903.0,1522259.0,66.0,7860.0,14986.0
3362,Ps 16 Wakefield,3,Public district,358, PK-5, Bronx,10470,NY,10470.0,7770.0,4240.0,1640.0,1740.0,415142.0,418159.0,59.0,2730.0,7349.0
3363,Ps 19 The Curtis School,3,Public district,594, PK-5, Staten Island,10310,NY,10310.0,11600.0,5390.0,3400.0,2550.0,740761.0,747113.0,136.0,4620.0,12844.0
3364,Ps 20 Port Richmond,3,Public district,455, K-5, Staten Island,10302,NY,10302.0,8250.0,3870.0,2310.0,1940.0,433824.0,436713.0,65.0,2870.0,7356.0
3365,Ps 25 Bilingual School,3,Public district,533, PK-5, Bronx,10455,NY,10455.0,18080.0,8900.0,2200.0,6780.0,533166.0,537258.0,51.0,2730.0,5813.0
3366,Ps 28 Mount Hope,3,Public district,719, PK-5, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
3367,Ps 30 Wilton,3,Public district,553, PK-5, Bronx,10454,NY,10454.0,15960.0,7920.0,1750.0,6140.0,456721.0,460381.0,37.0,2020.0,4042.0
3368,Ps 34 Franklin D Roosevelt,3,Public district,326, PK-8, New York,10009,NY,10009.0,32690.0,23370.0,5090.0,3470.0,2814678.0,2850831.0,140.0,12380.0,27838.0
3369,Ms 35 Stephen Decatur,3,Public district,248, 6-8, Brooklyn,11233,NY,11233.0,32850.0,18180.0,3330.0,10660.0,1375259.0,1388086.0,166.0,8280.0,25165.0
3370,Ps 36 St Albans School,3,Public district,447, K-5, Queens,11412,NY,11412.0,19530.0,9710.0,2740.0,6490.0,889452.0,893996.0,97.0,7620.0,24429.0
3371,Ps 40 Samuel Huntington,3,Public district,465, PK-5, Queens,11433,NY,11433.0,16780.0,7950.0,3050.0,5410.0,632011.0,636000.0,57.0,4850.0,13461.0
3372,Ps 41 Francis White,3,Public district,461, K-8, Brooklyn,11212,NY,11212.0,38960.0,18680.0,3960.0,15540.0,1270618.0,1278075.0,111.0,7760.0,25426.0
3373,Ps Ms 42 R Vernam,3,Public district,663, PK-8, Queens,11692,NY,11692.0,8890.0,4210.0,1360.0,3120.0,373451.0,375990.0,43.0,2410.0,7531.0
3374,Ps 44 David C Farragut,3,Public district,278, PK-5, Bronx,10457,NY,10457.0,33210.0,16580.0,3870.0,12360.0,925867.0,933851.0,83.0,4880.0,12081.0
3375,Ps 44 Thomas C Brown,3,Public district,867, PK-5, Staten Island,10303,NY,10303.0,12430.0,5910.0,2700.0,3570.0,567333.0,570807.0,62.0,4170.0,10886.0
3376,P.S. 45 Clarence Witherspoon,3,Public district,324, PK-5, Queens,11436,NY,11436.0,9790.0,4600.0,1860.0,3080.0,413302.0,415763.0,33.0,3460.0,9595.0
3377,Ps 46 Arthur Tappan,3,Public district,663, PK-8, New York,10039,NY,10039.0,13420.0,7580.0,1350.0,4280.0,560038.0,565389.0,70.0,3030.0,8652.0
3378,Ps 310 Marble Hill,3,Public district,741, PK-5, Bronx,10463,NY,10463.0,34270.0,18110.0,7600.0,7670.0,2286185.0,2312590.0,367.0,12290.0,51438.0
3379,Ps 52,3,Public district,481, PK-5, Queens,11434,NY,11434.0,33200.0,16950.0,4490.0,10870.0,1484444.0,1492117.0,150.0,11910.0,40102.0
3380,Ps 56 Lewis H Latimer,3,Public district,285, PK-5, Brooklyn,11238,NY,11238.0,31680.0,21070.0,5730.0,4090.0,3020929.0,3068519.0,215.0,13960.0,42266.0
3381,Ps 59 William Floyd,3,Public district,315, PK-5, Brooklyn,11206,NY,11206.0,37300.0,21940.0,6610.0,8170.0,1564849.0,1584502.0,116.0,7240.0,40398.0
3382,Ps 61 Francisco Oller,3,Public district,285, PK-5, Bronx,10460,NY,10460.0,25850.0,12680.0,2930.0,9880.0,769988.0,775753.0,77.0,4050.0,9808.0
3383,Ps 62 Inocensio Casanova,3,Public district,699, PK-5, Bronx,10455,NY,10455.0,18080.0,8900.0,2200.0,6780.0,533166.0,537258.0,51.0,2730.0,5813.0
3384,Ps 114 Luis Lorens Torres School,3,Public district,737, K-5, Bronx,10452,NY,10452.0,36880.0,18670.0,4570.0,13170.0,1055865.0,1064279.0,94.0,5560.0,13479.0
3385,Ps 67 Charles A Dorsey,3,Public district,211, PK-5, Brooklyn,11205,NY,11205.0,19260.0,10850.0,4830.0,3150.0,1428193.0,1451500.0,100.0,6570.0,39678.0
3386,The Lexington Academy,3,Public district,615, PK-8, New York,10029,NY,10029.0,35480.0,20610.0,5150.0,8940.0,1890385.0,1914986.0,132.0,7180.0,23266.0
3387,Catherine And Count Basie Middle School 72,3,Public district,378, 6-8, Queens,11434,NY,11434.0,33200.0,16950.0,4490.0,10870.0,1484444.0,1492117.0,150.0,11910.0,40102.0
3388,Ps 73 Bronx,3,Public district,705, PK-5, Bronx,10452,NY,10452.0,36880.0,18670.0,4570.0,13170.0,1055865.0,1064279.0,94.0,5560.0,13479.0
3389,Ps 75,3,Public district,626, PK-5, Bronx,10459,NY,10459.0,21610.0,10790.0,2530.0,8020.0,643553.0,648224.0,63.0,3540.0,7914.0
3390,Ps 76 The Bennington School,3,Public district,958, K-5, Bronx,10469,NY,10469.0,32780.0,15790.0,5760.0,10400.0,1526280.0,1536302.0,207.0,11140.0,34284.0
3391,Ps 76 William Hallett,3,Public district,456, PK-5, Queens,11106,NY,11106.0,22030.0,13970.0,5070.0,2450.0,1294542.0,1309285.0,114.0,6760.0,12126.0
3392,Ps 80 Thurgood Marshall Magnet,3,Public district,519, PK-5, Queens,11434,NY,11434.0,33200.0,16950.0,4490.0,10870.0,1484444.0,1492117.0,150.0,11910.0,40102.0
3393,Ps 87,3,Public district,587, K-5, Bronx,10466,NY,10466.0,33180.0,16110.0,4520.0,11650.0,1334494.0,1342364.0,143.0,9650.0,30904.0
3394,Ps 90 Edna Cohen School,3,Public district,666, PK-5, Brooklyn,11224,NY,11224.0,20270.0,10450.0,4520.0,4850.0,865512.0,875275.0,87.0,4690.0,12415.0
3395,Ps 93 Albert G Oliver,3,Public district,341, PK-5, Bronx,10473,NY,10473.0,28490.0,14360.0,3590.0,10020.0,1145015.0,1151489.0,147.0,7650.0,21370.0
3396,Ps 96 Richard Rodgers,3,Public district,957, K-5, Bronx,10467,NY,10467.0,45440.0,22590.0,7320.0,14800.0,1622940.0,1634676.0,168.0,9240.0,24231.0
3397,Jhs 98 Herman Ridder,3,Public district,237, 6-8, Bronx,10460,NY,10460.0,25850.0,12680.0,2930.0,9880.0,769988.0,775753.0,77.0,4050.0,9808.0
3398,P.S. 102 Jacques Cartier,3,Public district,314, PK-5, New York,10029,NY,10029.0,35480.0,20610.0,5150.0,8940.0,1890385.0,1914986.0,132.0,7180.0,23266.0
3399,Ps 103 Hector Fontanez,3,Public district,"1,135", K-5, Bronx,10466,NY,10466.0,33180.0,16110.0,4520.0,11650.0,1334494.0,1342364.0,143.0,9650.0,30904.0
3400,Ps 104 The Bays Water,3,Public district,685, PK-5, Queens,11691,NY,11691.0,23000.0,10680.0,4540.0,7370.0,1003132.0,1014726.0,176.0,5640.0,41678.0
3401,Ps 109 Sedgwick,3,Public district,663, PK-5, Bronx,10453,NY,10453.0,38520.0,19590.0,4480.0,13950.0,1053498.0,1062441.0,103.0,5470.0,12813.0
3402,Ps 110 Theodore Schoenfeld,3,Public district,458, PK-5, Bronx,10456,NY,10456.0,40930.0,20310.0,4610.0,15510.0,1130812.0,1140125.0,104.0,5820.0,14620.0
3403,Ps 111 Jacob Blackwell,3,Public district,320, PK-8, Queens,11101,NY,11101.0,20950.0,13050.0,4750.0,2550.0,1929483.0,1950293.0,80.0,8600.0,16083.0
3404,Ps 115 Alexander Humboldt,3,Public district,452, PK-5, New York,10033,NY,10033.0,27200.0,16410.0,4600.0,5660.0,1294407.0,1313615.0,158.0,6390.0,15322.0
3405,Ps Is 116 William C Hughley,3,Public district,787, PK-8, Queens,11433,NY,11433.0,16780.0,7950.0,3050.0,5410.0,632011.0,636000.0,57.0,4850.0,13461.0
3406,Ps 120 Carlos Tapia,3,Public district,407, PK-5, Brooklyn,11206,NY,11206.0,37300.0,21940.0,6610.0,8170.0,1564849.0,1584502.0,116.0,7240.0,40398.0
3407,Ps 123 Mahalia Jackson,3,Public district,477, PK-8, New York,10030,NY,10030.0,13870.0,8400.0,1320.0,3850.0,616731.0,624275.0,66.0,3130.0,9405.0
3408,Ps 123 Suydam,3,Public district,620, PK-5, Brooklyn,11237,NY,11237.0,23930.0,15590.0,3520.0,4460.0,956073.0,969304.0,72.0,4330.0,6250.0
3409,Ps 128 Audubon,3,Public district,585, PK-5, New York,10032,NY,10032.0,29450.0,18750.0,3890.0,6310.0,1204675.0,1220621.0,131.0,6010.0,13019.0
3410,Acorn Community High School,3,Public district,185, 9-12, Brooklyn,11238,NY,11238.0,31680.0,21070.0,5730.0,4090.0,3020929.0,3068519.0,215.0,13960.0,42266.0
3411,Ps 134 Henrietta Szold,3,Public district,293, PK-5, New York,10002,NY,10002.0,42290.0,25770.0,10170.0,5480.0,2489499.0,2523419.0,118.0,10390.0,32728.0
3412,Ps 138 Samuel Randall,3,Public district,711, PK-5, Bronx,10473,NY,10473.0,28490.0,14360.0,3590.0,10020.0,1145015.0,1151489.0,147.0,7650.0,21370.0
3413,P.S. / M.S. 138 Sunrise,3,Public district,764, PK-8, Queens,11422,NY,11422.0,16640.0,8200.0,2570.0,5340.0,840146.0,844465.0,91.0,7090.0,24030.0
3414,Ps 140 Edward K Ellington,3,Public district,477, PK-5, Queens,11434,NY,11434.0,33200.0,16950.0,4490.0,10870.0,1484444.0,1492117.0,150.0,11910.0,40102.0
3415,Jhs 143 Eleanor Roosevelt,3,Public district,263, 6-8, New York,10033,NY,10033.0,27200.0,16410.0,4600.0,5660.0,1294407.0,1313615.0,158.0,6390.0,15322.0
3416,Ps 143 Louis Armstrong,3,Public district,"1,508", K-5, Queens,11368,NY,11368.0,48680.0,22710.0,12470.0,12750.0,1506903.0,1522259.0,66.0,7860.0,14986.0
3417,Ps 146 Ann M Short,3,Public district,334, PK-5, New York,10029,NY,10029.0,35480.0,20610.0,5150.0,8940.0,1890385.0,1914986.0,132.0,7180.0,23266.0
3418,Ps 146 Edward Collins,3,Public district,405, PK-5, Bronx,10456,NY,10456.0,40930.0,20310.0,4610.0,15510.0,1130812.0,1140125.0,104.0,5820.0,14620.0
3419,Ps Ms 147 Ronald Mcnair,3,Public district,579, PK-8, Queens,11411,NY,11411.0,10820.0,5400.0,1840.0,3220.0,579877.0,582666.0,69.0,4950.0,17968.0
3420,PS 149 Sojourner Truth,3,Public district,238, PK-8, New York,10026,NY,10026.0,18370.0,10940.0,2730.0,4200.0,1343345.0,1363593.0,113.0,6080.0,21418.0
3421,Ps 150 Charles James Fox,3,Public district,867, PK-5, Bronx,10459,NY,10459.0,21610.0,10790.0,2530.0,8020.0,643553.0,648224.0,63.0,3540.0,7914.0
3422,Ps 151 Lyndon B Johnson,3,Public district,305, PK-5, Brooklyn,11207,NY,11207.0,44570.0,22980.0,5120.0,15720.0,1567627.0,1578691.0,145.0,9830.0,27246.0
3423,Ps 152 Dyckman Valley,3,Public district,574, PK-5, New York,10040,NY,10040.0,21620.0,12800.0,3680.0,4680.0,989642.0,1001852.0,124.0,5080.0,10022.0
3424,Ps 152 Evergreen,3,Public district,816, K-5, Bronx,10472,NY,10472.0,28960.0,14310.0,5310.0,8970.0,906021.0,913336.0,85.0,4760.0,10430.0
3425,Ps 156 Waverly,3,Public district,706, PK-5, Brooklyn,11212,NY,11212.0,38960.0,18680.0,3960.0,15540.0,1270618.0,1278075.0,111.0,7760.0,25426.0
3426,Ps 159 Isaac Pitkin,3,Public district,800, K-5, Brooklyn,11208,NY,11208.0,44930.0,21070.0,7490.0,15670.0,1482501.0,1492997.0,123.0,9370.0,23644.0
3427,Ps 160 Walter Francis Bishop,3,Public district,654, PK-5, Queens,11435,NY,11435.0,26800.0,12990.0,7200.0,5990.0,1157783.0,1168093.0,105.0,7540.0,18346.0
3428,Jhs 162 The Willoughby,3,Public district,364, 6-8, Brooklyn,11237,NY,11237.0,23930.0,15590.0,3520.0,4460.0,956073.0,969304.0,72.0,4330.0,6250.0
3429,Ps 178 Saint Clair Mckelway,3,Public district,376, PK-8, Brooklyn,11233,NY,11233.0,32850.0,18180.0,3330.0,10660.0,1375259.0,1388086.0,166.0,8280.0,25165.0
3430,Ps 183 Dr Richard R Green,3,Public district,526, PK-8, Queens,11693,NY,11693.0,5790.0,2950.0,1300.0,1400.0,305416.0,307814.0,50.0,2020.0,5057.0
3431,Ps 184 Newport,3,Public district,550, PK-8, Brooklyn,11212,NY,11212.0,38960.0,18680.0,3960.0,15540.0,1270618.0,1278075.0,111.0,7760.0,25426.0
3432,Ps 189,3,Public district,810, PK-5, New York,10040,NY,10040.0,21620.0,12800.0,3680.0,4680.0,989642.0,1001852.0,124.0,5080.0,10022.0
3433,Ps 191 Amsterdam,3,Public district,497, PK-8, New York,10023,NY,10023.0,34400.0,21760.0,9810.0,1670.0,13623617.0,13798656.0,140.0,23560.0,404349.0
3434,Is 192 The Linden,3,Public district,496, 6-8, Queens,11412,NY,11412.0,19530.0,9710.0,2740.0,6490.0,889452.0,893996.0,97.0,7620.0,24429.0
3435,Ps 195 William Haberle,3,Public district,560, PK-5, Queens,11422,NY,11422.0,16640.0,8200.0,2570.0,5340.0,840146.0,844465.0,91.0,7090.0,24030.0
3436,Ps 196 Ten Eyck,3,Public district,313, PK-5, Brooklyn,11206,NY,11206.0,37300.0,21940.0,6610.0,8170.0,1564849.0,1584502.0,116.0,7240.0,40398.0
3437,Ps 202 Ernest S Jenkyns,3,Public district,439, PK-5, Brooklyn,11208,NY,11208.0,44930.0,21070.0,7490.0,15670.0,1482501.0,1492997.0,123.0,9370.0,23644.0
3438,Ps Ms 206 Jose Celso Barbosa,3,Public district,465, 3-8, New York,10035,NY,10035.0,15420.0,9040.0,1990.0,4100.0,752324.0,760043.0,80.0,3620.0,9432.0
3439,Ps 214 Michael Friedsam,3,Public district,914, PK-5, Brooklyn,11208,NY,11208.0,44930.0,21070.0,7490.0,15670.0,1482501.0,1492997.0,123.0,9370.0,23644.0
3440,Ps 219 Kennedy King,3,Public district,533, PK-5, Brooklyn,11212,NY,11212.0,38960.0,18680.0,3960.0,15540.0,1270618.0,1278075.0,111.0,7760.0,25426.0
3441,Ps 223 Lyndon B Johnson,3,Public district,559, PK-5, Queens,11434,NY,11434.0,33200.0,16950.0,4490.0,10870.0,1484444.0,1492117.0,150.0,11910.0,40102.0
3442,Is 229 Roland Patterson,3,Public district,246, 6-8, Bronx,10453,NY,10453.0,38520.0,19590.0,4480.0,13950.0,1053498.0,1062441.0,103.0,5470.0,12813.0
3443,Ps 233 Langston Hughes,3,Public district,455, PK-5, Brooklyn,11236,NY,11236.0,48420.0,23110.0,6970.0,17200.0,2198388.0,2210543.0,251.0,17710.0,60953.0
3444,Ms 246 Walt Whitman,3,Public district,409, 6-8, Brooklyn,11226,NY,11226.0,52880.0,28850.0,7270.0,15610.0,2260541.0,2285813.0,220.0,13130.0,37939.0
3445,Ps 250 George H Lindsey,3,Public district,484, PK-5, Brooklyn,11206,NY,11206.0,37300.0,21940.0,6610.0,8170.0,1564849.0,1584502.0,116.0,7240.0,40398.0
3446,Ps 268 Emma Lazarus,3,Public district,388, PK-5, Brooklyn,11203,NY,11203.0,38170.0,19000.0,5390.0,12800.0,1599379.0,1608986.0,192.0,12220.0,41858.0
3447,Ps 272 Curtis Estabrook,3,Public district,471, PK-5, Brooklyn,11236,NY,11236.0,48420.0,23110.0,6970.0,17200.0,2198388.0,2210543.0,251.0,17710.0,60953.0
3448,Ps 273 Wortman,3,Public district,366, PK-5, Brooklyn,11207,NY,11207.0,44570.0,22980.0,5120.0,15720.0,1567627.0,1578691.0,145.0,9830.0,27246.0
3449,Ps 276 Louis Marshall,3,Public district,615, PK-5, Brooklyn,11236,NY,11236.0,48420.0,23110.0,6970.0,17200.0,2198388.0,2210543.0,251.0,17710.0,60953.0
3450,Ps 288 The Shirley Tanyhill,3,Public district,667, PK-8, Brooklyn,11224,NY,11224.0,20270.0,10450.0,4520.0,4850.0,865512.0,875275.0,87.0,4690.0,12415.0
3451,Ps 297 Abraham Stockton,3,Public district,223, PK-5, Brooklyn,11206,NY,11206.0,37300.0,21940.0,6610.0,8170.0,1564849.0,1584502.0,116.0,7240.0,40398.0
3452,Ps 305 Dr Peter Ray,3,Public district,137, PK-5, Brooklyn,11216,NY,11216.0,29770.0,20400.0,3160.0,5580.0,1633041.0,1655885.0,168.0,8550.0,20526.0
3453,Ps 306 Ethan Allen,3,Public district,327, PK-5, Brooklyn,11207,NY,11207.0,44570.0,22980.0,5120.0,15720.0,1567627.0,1578691.0,145.0,9830.0,27246.0
3454,Ps 307 Daniel Hale Williams,3,Public district,365, PK-5, Brooklyn,11201,NY,11201.0,33550.0,20950.0,9290.0,2350.0,6976637.0,7085009.0,155.0,20650.0,112414.0
3455,Ps 309 George E Wibecan Preparatory Academy,3,Public district,204, PK-5, Brooklyn,11221,NY,11221.0,41130.0,26230.0,4520.0,9670.0,1764282.0,1784388.0,178.0,9370.0,21278.0
3456,Ps 327 Dr Rose B English,3,Public district,328, PK-5, Brooklyn,11212,NY,11212.0,38960.0,18680.0,3960.0,15540.0,1270618.0,1278075.0,111.0,7760.0,25426.0
3457,Ps 335 Granville T Woods,3,Public district,242, PK-5, Brooklyn,11213,NY,11213.0,30170.0,16520.0,4550.0,8480.0,1278908.0,1293051.0,210.0,6920.0,36910.0
3458,Queens Technical High School,3,Public district,"1,544", 9-12, Queens,11101,NY,11101.0,20950.0,13050.0,4750.0,2550.0,1929483.0,1950293.0,80.0,8600.0,16083.0
3459,Ralph R Mckee Career And Technical Education High School,3,Public district,795, 9-12, Staten Island,10301,NY,10301.0,18300.0,9390.0,4790.0,3710.0,1304009.0,1319701.0,160.0,7000.0,21746.0
3460,Richmond Hill High School,3,Public district,"1,670", 9-12, Queens,11418,NY,11418.0,18000.0,8520.0,5140.0,3950.0,819439.0,827589.0,78.0,4970.0,11326.0
3461,William Cullen Bryant High School,3,Public district,"2,378", 9-12, Queens,11103,NY,11103.0,20860.0,13700.0,4870.0,1790.0,1194661.0,1209804.0,125.0,5970.0,10665.0
3462,Humanities Preparatory Academy,3,Public district,233, 9-12, New York,10011,NY,10011.0,30190.0,22290.0,5840.0,1270.0,9080628.0,9207647.0,90.0,20370.0,215873.0
3463,Ps 89 Cypress Hills,3,Public district,458, PK-8, Brooklyn,11207,NY,11207.0,44570.0,22980.0,5120.0,15720.0,1567627.0,1578691.0,145.0,9830.0,27246.0
3464,Cobble Hill School of American Studies,3,Public district,588, 9-12, Brooklyn,11201,NY,11201.0,33550.0,20950.0,9290.0,2350.0,6976637.0,7085009.0,155.0,20650.0,112414.0
3465,A Philip Randolph Campus High School,3,Public district,"1,379", 9-12, New York,10031,NY,10031.0,29540.0,19210.0,3600.0,6150.0,1283477.0,1300294.0,149.0,6370.0,15006.0
3466,Is 206 Ann Mersereau,3,Public district,202, 6-8, Bronx,10468,NY,10468.0,36190.0,18800.0,5050.0,11840.0,1130171.0,1139152.0,119.0,6090.0,13722.0
3467,John Dewey High School,3,Public district,"2,294", 9-12, Brooklyn,11223,NY,11223.0,33330.0,15360.0,12580.0,4780.0,2402425.0,2434456.0,157.0,8230.0,109497.0
3468,Jhs 52 Inwood,3,Public district,268, 6-8, New York,10034,NY,10034.0,20010.0,11630.0,3330.0,4660.0,956384.0,967963.0,148.0,4740.0,8905.0
3469,Jhs 22 Jordan L Mott,3,Public district,458, 6-8, Bronx,10456,NY,10456.0,40930.0,20310.0,4610.0,15510.0,1130812.0,1140125.0,104.0,5820.0,14620.0
